1.948E+14	0.3595	0
1.948E+14	0.3708	0
1.948E+14	0.382	0
1.948E+14	0.3931	0
1.948E+14	0.4042	0
1.947E+14	0.4152	0
1.947E+14	0.4262	0
1.947E+14	0.437	0
1.947E+14	0.4479	0
1.947E+14	0.4586	0
1.947E+14	0.4693	0
1.947E+14	0.48	0
1.947E+14	0.4905	0
1.946E+14	0.501	0
1.946E+14	0.5114	0
1.946E+14	0.5217	0
1.946E+14	0.532	0
1.946E+14	0.5422	0
1.946E+14	0.5523	0
1.946E+14	0.5623	0
1.946E+14	0.5722	0
1.945E+14	0.5821	0
1.945E+14	0.5918	0
1.945E+14	0.6015	0
1.945E+14	0.6111	0
1.945E+14	0.6206	0
1.945E+14	0.63	0
1.945E+14	0.6393	0
1.945E+14	0.6485	0
1.944E+14	0.6577	0
1.944E+14	0.6667	0
1.944E+14	0.6756	0
1.944E+14	0.6845	0
1.944E+14	0.6932	0
1.944E+14	0.7018	0
1.944E+14	0.7104	0
1.944E+14	0.7188	0
1.943E+14	0.7271	0
1.943E+14	0.7353	0
1.943E+14	0.7434	0
1.943E+14	0.7514	0
1.943E+14	0.7593	0
1.943E+14	0.7671	0
1.943E+14	0.7748	0
1.943E+14	0.7823	0
1.942E+14	0.7898	0
1.942E+14	0.7971	0
1.942E+14	0.8043	0
1.942E+14	0.8114	0
1.942E+14	0.8184	0
1.942E+14	0.8253	0
1.942E+14	0.832	0
1.941E+14	0.8386	0
1.941E+14	0.8451	0
1.941E+14	0.8515	0
1.941E+14	0.8577	0
1.941E+14	0.8638	0
1.941E+14	0.8698	0
1.941E+14	0.8757	0
1.941E+14	0.8815	0
1.940E+14	0.8871	0
1.940E+14	0.8926	0
1.940E+14	0.8979	0
1.940E+14	0.9031	0
1.940E+14	0.9082	0
1.940E+14	0.9132	0
1.940E+14	0.918	0
1.940E+14	0.9227	0
1.939E+14	0.9273	0
1.939E+14	0.9317	0
1.939E+14	0.936	0
1.939E+14	0.9402	0
1.939E+14	0.9442	0
1.939E+14	0.9481	0
1.939E+14	0.9519	0
1.939E+14	0.9555	0
1.938E+14	0.9589	0
1.938E+14	0.9623	0
1.938E+14	0.9655	0
1.938E+14	0.9685	0
1.938E+14	0.9715	0
1.938E+14	0.9742	0
1.938E+14	0.9769	0
1.938E+14	0.9794	0
1.937E+14	0.9817	0
1.937E+14	0.9839	0
1.937E+14	0.986	0
1.937E+14	0.9879	0
1.937E+14	0.9897	0
1.937E+14	0.9914	0
1.937E+14	0.9929	0
1.937E+14	0.9942	0
1.936E+14	0.9954	0
1.936E+14	0.9965	0
1.936E+14	0.9974	0
1.936E+14	0.9982	0
1.936E+14	0.9989	0
1.936E+14	0.9994	0
1.936E+14	0.9997	0
1.936E+14	0.9999	0
1.935E+14	1	0
1.935E+14	0.9999	0
1.935E+14	0.9997	0
1.935E+14	0.9993	0
1.935E+14	0.9988	0
1.935E+14	0.9982	0
1.935E+14	0.9974	0
1.935E+14	0.9964	0
1.934E+14	0.9954	0
1.934E+14	0.9941	0
1.934E+14	0.9928	0
1.934E+14	0.9913	0
1.934E+14	0.9896	0
1.934E+14	0.9878	0
1.934E+14	0.9859	0
1.934E+14	0.9838	0
1.933E+14	0.9816	0
1.933E+14	0.9792	0
1.933E+14	0.9767	0
1.933E+14	0.9741	0
1.933E+14	0.9713	0
1.933E+14	0.9684	0
1.933E+14	0.9653	0
1.933E+14	0.9621	0
1.932E+14	0.9588	0
1.932E+14	0.9553	0
1.932E+14	0.9517	0
1.932E+14	0.948	0
1.932E+14	0.9441	0
1.932E+14	0.9401	0
1.932E+14	0.936	0
1.932E+14	0.9317	0
1.931E+14	0.9273	0
1.931E+14	0.9227	0
1.931E+14	0.918	0
1.931E+14	0.9132	0
1.931E+14	0.9083	0
1.931E+14	0.9032	0
1.931E+14	0.898	0
1.931E+14	0.8927	0
1.931E+14	0.8873	0
1.930E+14	0.8817	0
1.930E+14	0.876	0
1.930E+14	0.8701	0
1.930E+14	0.8642	0
1.930E+14	0.8581	0
1.930E+14	0.8519	0
1.930E+14	0.8456	0
1.930E+14	0.8392	0
1.929E+14	0.8326	0
1.929E+14	0.8259	0
1.929E+14	0.8191	0
1.929E+14	0.8122	0
1.929E+14	0.8052	0
1.929E+14	0.7981	0
1.929E+14	0.7908	0
1.929E+14	0.7834	0
1.928E+14	0.776	0
1.928E+14	0.7684	0
1.928E+14	0.7607	0
1.928E+14	0.7529	0
1.928E+14	0.745	0
1.928E+14	0.7369	0
1.928E+14	0.7288	0
1.928E+14	0.7206	0
1.927E+14	0.7123	0
1.927E+14	0.7038	0
1.927E+14	0.6953	0
1.927E+14	0.6867	0
1.927E+14	0.678	0
1.927E+14	0.6691	0
1.927E+14	0.6602	0
1.927E+14	0.6512	0
1.926E+14	0.6421	0
1.926E+14	0.6329	0
1.926E+14	0.6237	0
1.926E+14	0.6143	0
1.926E+14	0.6048	0
1.926E+14	0.5953	0
1.926E+14	0.5857	0
1.926E+14	0.576	0
1.925E+14	0.5662	0
1.925E+14	0.5563	0
1.925E+14	0.5464	0
1.925E+14	0.5364	0
1.925E+14	0.5263	0
1.925E+14	0.5161	0
1.925E+14	0.5059	0
1.925E+14	0.4955	0
1.924E+14	0.4852	0
1.924E+14	0.4747	0
1.924E+14	0.4642	0
1.924E+14	0.4536	0
1.924E+14	0.443	0
1.924E+14	0.4323	0
1.924E+14	0.4215	0
1.924E+14	0.4107	0
1.923E+14	0.3998	0
1.923E+14	0.3888	0
1.923E+14	0.3778	0
1.923E+14	0.3668	0
